0 	0
77 	0.667
85.8 	0.736
95.7 	0.805
107 	0.873
120 	0.941
136 	1.01
156 	1.07
181 	1.12
213 	1.18
252 	1.22
301 	1.26
363 	1.3
439 	1.33
534 	1.36
651 	1.38
795 	1.4
970 	1.42
1180 	1.45
1440 	1.47
1760 	1.49
2140 	1.52
2600 	1.54
3160 	1.57
3840 	1.6
4660 	1.63
5640 	1.66
6820 	1.69
8230 	1.73
9890 	1.76
11900 	1.8
14300 	1.84
17100 	1.88
20600 	1.91
25000 	1.94
30400 	1.97
45700 	2
60000	2.01796991
